day,close,pem,pep,p20,p50,p80
2009-04-23,2145.86,32.98,56.52,30.52,32.62,34.26
2009-04-24,2149.86,32.64,50.00,30.56,32.63,34.24
2009-04-27,2133.86,32.09,40.85,30.60,32.62,34.23
2009-04-28,2139.27,34.36,80.56,30.64,32.63,34.29
2009-04-29,2280.12,33.39,64.38,30.69,32.64,34.27
2009-04-30,2243.96,32.45,44.59,30.73,32.63,34.26
2009-05-04,2248.93,32.62,49.33,30.78,32.62,34.24
2009-05-05,2283.79,32.45,44.74,30.82,32.62,34.23
2009-05-06,2266.39,32.73,53.25,30.83,32.62,34.22
2009-05-07,2270.36,32.36,41.03,30.84,32.62,34.20
2009-05-08,2225.14,32.83,56.96,30.84,32.62,34.19
2009-05-11,2225.53,32.23,38.75,30.85,32.62,34.17
2009-05-12,2214.26,32.09,35.80,30.86,32.62,34.16
2009-05-13,2214.90,31.83,31.71,30.92,32.61,34.16
2009-05-14,2211.27,32.03,34.94,30.97,32.60,34.15
2009-05-15,2230.76,32.40,45.24,31.03,32.53,34.15
2009-05-18,2268.30,32.14,38.82,31.08,32.46,34.14
2009-05-19,2242.07,32.17,39.53,31.14,32.45,34.14
2009-05-20,2237.67,31.87,31.03,31.17,32.45,34.13
2009-05-21,2196.09,31.23,20.45,31.18,32.45,34.13
2009-05-22,2165.60,31.09,19.10,31.12,32.45,34.12
2009-05-25,2168.18,30.50,15.56,31.04,32.42,34.12
2009-05-26,2168.33,30.54,16.48,30.86,32.40,34.11
2009-05-27,2180.38,30.38,14.13,30.83,32.39,34.06
2009-06-01,2160.15,30.94,21.51,30.84,32.39,34.01
2009-06-02,2194.87,30.97,22.34,30.84,32.38,33.96
2009-06-03,2214.57,30.98,23.16,30.85,32.36,33.91
2009-06-04,2209.44,30.88,20.83,30.86,32.34,33.86
2009-06-05,2206.45,31.13,25.77,30.86,32.31,33.83
2009-06-08,2230.89,30.87,20.41,30.86,32.27,33.80
2009-06-09,2232.30,30.73,18.18,30.84,32.23,33.76
2009-06-10,2225.86,31.72,37.00,30.85,32.22,33.73
2009-06-11,2253.60,31.78,37.62,30.86,32.22,33.70
2009-06-12,2298.13,31.37,31.37,30.86,32.20,33.69
2009-06-15,2279.65,31.94,42.72,30.86,32.17,33.68
2009-06-16,2301.29,31.91,42.31,30.87,32.16,33.68
2009-06-17,2302.95,32.13,48.57,30.87,32.14,33.67
2009-06-18,2330.57,32.49,59.43,30.87,32.16,33.66
2009-06-19,2370.55,32.47,58.88,30.87,32.17,33.65
2009-06-22,2380.96,31.81,37.04,30.87,32.16,33.64
2009-06-23,2333.30,31.31,28.44,30.88,32.14,33.63
2009-06-24,2321.36,31.99,44.55,30.88,32.14,33.62
2009-06-25,2339.26,31.95,43.24,30.88,32.13,33.61
2009-06-26,2331.90,32.30,53.57,30.89,32.14,33.59
2009-06-29,2349.13,32.07,46.02,30.90,32.13,33.58
2009-06-30,2337.58,31.83,37.72,30.92,32.11,33.56
2009-07-01,2327.49,31.57,33.91,30.93,32.09,33.55
2009-07-02,2329.99,32.06,46.55,30.94,32.09,33.53
2009-07-03,2351.64,32.50,63.25,30.95,32.09,33.52
2009-07-06,2351.97,32.14,50.85,30.95,32.11,33.51
2009-07-07,2342.21,32.94,72.27,30.96,32.13,33.49
2009-07-08,2377.37,32.50,62.50,30.96,32.14,33.48
2009-07-09,2395.41,33.68,81.82,30.97,32.14,33.53
2009-07-10,2452.96,33.31,76.23,30.97,32.14,33.52
2009-07-13,2443.76,33.34,76.42,30.97,32.14,33.51
2009-07-14,2481.83,33.54,79.84,30.98,32.16,33.53
2009-07-15,2500.75,33.98,84.00,30.98,32.17,33.55
2009-07-16,2496.22,33.42,76.98,30.98,32.20,33.54
2009-07-17,2458.33,33.95,83.46,31.00,32.22,33.60
2009-07-20,2458.46,33.90,82.81,31.02,32.22,33.64
2009-07-21,2488.05,33.16,70.54,31.05,32.23,33.63
2009-07-22,2443.22,33.43,76.15,31.07,32.27,33.62
2009-07-23,2457.32,33.69,80.92,31.09,32.30,33.66
2009-07-24,2472.70,33.42,74.24,31.10,32.30,33.65
2009-07-27,2457.70,34.20,87.22,31.11,32.31,33.67
2009-07-28,2487.02,34.48,90.30,31.11,32.34,33.68
2009-07-29,2492.43,32.23,47.41,31.12,32.31,33.68
2009-07-30,2367.11,32.25,48.53,31.13,32.30,33.68
2009-07-31,2372.22,33.26,70.07,31.13,32.31,33.68
2009-08-03,2432.81,33.81,81.16,31.13,32.34,33.69
2009-08-04,2457.06,34.97,96.40,31.14,32.36,33.69
2009-08-05,2510.28,35.45,97.14,31.14,32.38,33.72
2009-08-06,2555.80,35.45,96.45,31.14,32.39,33.81
2009-08-07,2554.80,34.03,82.39,31.16,32.39,33.85
2009-08-10,2534.76,35.44,95.80,31.18,32.40,33.88
2009-08-11,2601.38,34.80,90.28,31.19,32.42,33.92
2009-08-12,2587.21,34.29,84.83,31.21,32.45,33.96
2009-08-13,2500.57,33.31,66.44,31.23,32.45,33.95
2009-08-14,2474.07,31.85,31.29,31.24,32.45,33.94
2009-08-17,2380.75,31.35,22.30,31.25,32.42,33.93
2009-08-18,2261.63,32.39,48.32,31.27,32.40,33.92
2009-08-19,2302.68,31.33,21.33,31.28,32.39,33.91
2009-08-20,2278.04,31.27,19.87,31.27,32.39,33.90
2009-08-21,2335.80,32.01,37.50,31.27,32.39,33.89
2009-08-24,2394.05,34.14,83.01,31.28,32.39,33.93
2009-08-25,2514.56,34.15,83.12,31.28,32.39,33.96
2009-08-26,2499.96,35.38,95.48,31.29,32.40,33.99
2009-08-27,2550.26,36.08,98.72,31.29,32.42,34.03
2009-08-28,2622.92,34.97,93.63,31.29,32.45,34.09
2009-08-31,2534.40,34.49,86.71,31.30,32.45,34.13
2009-09-01,2404.86,33.85,75.47,31.30,32.45,34.12
2009-09-02,2396.57,33.27,64.38,31.31,32.45,34.12
2009-09-03,2411.54,34.27,83.23,31.31,32.46,34.14
2009-09-04,2476.80,36.07,98.15,31.31,32.47,34.14
2009-09-07,2558.45,37.88,99.39,31.32,32.47,34.15
2009-09-08,2632.58,37.78,98.78,31.32,32.48,34.15
2009-09-09,2625.57,37.00,98.18,31.33,32.49,34.17
2009-09-10,2610.37,36.19,96.99,31.33,32.50,34.20
2009-09-11,2570.90,36.96,97.60,31.33,32.50,34.22
2009-09-14,2623.68,37.81,98.81,31.33,32.50,34.25
2009-09-15,2666.80,37.59,97.63,31.33,32.50,34.28
2009-09-16,2669.11,36.77,95.88,31.33,32.55,34.29
2009-09-17,2656.36,37.89,99.42,31.33,32.60,34.30
2009-09-18,2685.32,37.88,98.26,31.33,32.61,34.35
2009-09-21,2684.47,39.01,99.42,31.34,32.62,34.41
2009-09-22,2788.37,37.75,95.98,31.34,32.62,34.46
2009-09-23,2746.32,37.00,94.29,31.35,32.62,34.48
2009-09-24,2639.99,36.59,92.05,31.35,32.63,34.49
2009-09-25,2585.88,36.00,89.83,31.35,32.64,34.54
2009-09-28,2567.70,35.05,85.39,31.36,32.66,34.57
2009-09-29,2559.34,34.16,73.18,31.36,32.68,34.56
2009-09-30,2500.27,35.17,86.11,31.37,32.70,34.58
2009-10-09,2548.49,36.42,91.71,31.37,32.73,34.60
2009-10-12,2647.30,36.47,91.76,31.37,32.77,34.76
2009-10-13,2645.65,37.60,95.63,31.37,32.81,34.80
2009-10-14,2670.97,37.94,98.91,31.38,32.81,34.83
2009-10-15,2673.78,37.94,98.38,31.38,32.82,34.87
2009-10-16,2658.71,38.25,98.92,31.38,32.83,34.88
2009-10-19,2680.66,38.76,98.93,31.38,32.83,34.88
2009-10-20,2724.78,38.34,98.40,31.38,32.87,34.90
2009-10-21,2729.12,37.69,93.12,31.39,32.91,34.93
2009-10-22,2711.70,38.48,98.42,31.39,32.92,34.97
2009-10-23,2705.49,38.89,98.95,31.39,32.94,34.97
2009-10-26,2741.08,38.94,98.96,31.41,32.96,35.03
2009-10-27,2812.29,38.81,97.93,31.42,32.98,35.12
2009-10-28,2760.90,36.91,88.14,31.44,33.02,35.16
2009-10-29,2770.62,34.53,72.82,31.45,33.05,35.16
2009-10-30,2773.69,35.53,82.14,31.47,33.08,35.17
2009-11-02,2854.18,37.74,91.37,31.47,33.12,35.34
2009-11-03,3017.96,37.45,89.39,31.47,33.14,35.42
2009-11-04,3010.94,36.73,86.43,31.48,33.16,35.44
2009-11-05,3041.18,38.38,96.50,31.48,33.16,35.45
2009-11-06,3080.67,38.26,95.52,31.48,33.16,35.45
2009-11-09,3048.44,37.99,94.55,31.49,33.20,35.51
2009-11-10,3041.28,38.61,97.04,31.50,33.25,35.61
2009-11-11,3090.09,39.46,99.51,31.52,33.25,35.72
2009-11-12,3106.79,39.31,99.02,31.53,33.26,35.84
2009-11-13,3128.78,39.35,99.03,31.54,33.27,36.00
2009-11-16,3153.11,39.15,98.07,31.55,33.27,36.06
2009-11-17,3208.28,39.23,98.08,31.55,33.29,36.08
2009-11-18,3238.59,39.07,97.13,31.56,33.31,36.12
2009-11-19,3287.20,39.66,99.52,31.56,33.31,36.24
2009-11-20,3308.85,40.16,99.53,31.57,33.31,36.42
2009-11-23,3284.23,44.18,99.53,31.60,33.33,36.46
2009-11-24,3340.78,40.19,99.06,31.63,33.34,36.54
2009-11-25,3139.30,40.77,99.07,31.66,33.34,36.59
2009-11-26,3199.61,38.64,92.09,31.69,33.34,36.62
2009-11-27,3065.80,38.89,93.06,31.72,33.37,36.73
2009-11-30,3060.15,41.89,99.08,31.73,33.39,36.76
2009-12-01,3177.09,42.83,99.08,31.74,33.41,36.85
2009-12-02,3252.56,42.99,99.09,31.76,33.42,36.93
2009-12-03,3262.45,42.70,98.18,31.77,33.42,36.97
2009-12-04,3267.64,41.80,97.29,31.78,33.42,37.00
2009-12-07,3182.03,41.07,96.85,31.79,33.42,37.00
2009-12-08,3207.39,40.82,96.41,31.79,33.43,37.27
2009-12-09,3178.31,40.56,95.54,31.80,33.45,37.51
2009-12-10,3145.62,41.48,96.89,31.80,33.47,37.59
2009-12-11,3163.77,41.34,96.46,31.81,33.50,37.60
2009-12-14,3159.12,40.31,94.27,31.81,33.53,37.67
2009-12-15,3130.91,39.58,92.54,31.81,33.53,37.72
2009-12-16,3165.93,41.40,96.51,31.81,33.54,37.74
2009-12-17,3197.30,40.02,92.61,31.81,33.58,37.76
2009-12-18,3089.65,39.71,92.21,31.81,33.61,37.78
2009-12-21,3020.95,40.14,92.67,31.81,33.63,37.80
2009-12-22,3042.40,38.38,83.69,31.82,33.66,37.85
2009-12-23,3010.30,39.38,90.17,31.82,33.67,37.88
2009-12-24,3059.27,40.95,95.32,31.83,33.68,37.88
2009-12-25,3144.44,41.34,95.76,31.83,33.69,37.89
2009-12-28,3193.64,41.54,97.05,31.83,33.69,37.93
2009-12-29,3215.16,41.50,96.64,31.83,33.70,37.94
2009-12-30,3215.81,41.42,95.82,31.83,33.70,37.96
2009-12-31,3216.44,41.62,97.08,31.83,33.76,38.04
2010-01-04,3217.31,38.44,81.74,31.83,33.81,38.25
2010-01-05,3212.15,38.45,81.82,31.83,33.83,38.26
2010-01-06,3227.36,37.91,77.78,31.84,33.85,38.26
2010-01-07,3230.97,36.94,71.72,31.84,33.86,38.25
2010-01-08,3160.70,37.24,73.06,31.85,33.86,38.25
2010-01-11,3174.65,37.67,74.39,31.85,33.88,38.25
2010-01-12,3155.54,39.25,87.04,31.85,33.90,38.26
2010-01-13,3248.93,39.50,88.71,31.86,33.92,38.31
2010-01-14,3261.37,41.12,93.98,31.86,33.95,38.36
2010-01-15,3361.34,41.03,93.20,31.87,33.97,38.38
2010-01-18,3382.24,41.81,97.61,31.87,33.98,38.38
2010-01-19,3443.48,41.17,93.65,31.87,34.00,38.43
2010-01-20,3431.05,40.58,90.91,31.87,34.03,38.45
2010-01-21,3325.76,40.99,92.13,31.88,34.07,38.46
2010-01-22,3334.03,39.62,87.06,31.88,34.11,38.51
2010-01-25,3278.82,39.91,87.89,31.88,34.12,38.61
2010-01-26,3250.51,39.09,82.88,31.89,34.14,38.63
2010-01-27,3168.26,38.52,79.07,31.89,34.14,38.63
2010-01-28,3153.09,40.22,89.58,31.90,34.14,38.69
2010-01-29,3217.79,41.16,93.46,31.90,34.14,38.77
2010-02-01,3275.82,41.14,93.10,31.91,34.15,38.81
2010-02-02,3308.68,40.61,90.08,31.92,34.16,38.87
2010-02-03,3254.75,40.14,87.45,31.92,34.16,38.89
2010-02-04,3214.59,40.48,89.02,31.93,34.16,38.91
2010-02-05,3224.34,40.15,87.17,31.93,34.16,38.95
2010-02-08,3169.20,39.97,85.71,31.94,34.18,39.01
2010-02-09,3153.83,39.80,85.02,31.94,34.20,39.06
2010-02-10,3145.69,40.06,86.19,31.94,34.22,39.08
2010-02-11,3188.52,40.58,89.59,31.95,34.23,39.11
2010-02-12,3207.51,41.27,94.07,31.95,34.25,39.17
2010-02-22,3239.22,40.95,90.77,31.95,34.27,39.23
2010-02-23,3236.57,41.58,96.69,31.95,34.28,39.25
2010-02-24,3279.60,42.54,98.17,31.95,34.29,39.29
2010-02-25,3380.29,42.52,97.81,31.96,34.30,39.33
2010-02-26,3387.73,43.93,99.27,31.96,34.30,39.36
2010-03-01,3421.93,45.57,99.64,31.96,34.33,39.38
2010-03-02,3453.40,45.02,99.28,31.97,34.36,39.44
2010-03-03,3433.68,44.98,98.92,31.97,34.41,39.48
2010-03-04,3462.19,43.22,97.85,31.98,34.45,39.53
2010-03-05,3356.84,43.35,97.86,31.98,34.47,39.59
2010-03-08,3360.84,40.94,87.54,31.99,34.48,39.62
2010-03-09,3380.70,40.45,84.75,31.99,34.48,39.65
2010-03-10,3372.39,40.80,86.93,32.00,34.49,39.69
2010-03-11,3332.56,40.27,83.80,32.00,34.51,39.75
2010-03-12,3298.75,39.55,78.25,32.01,34.53,39.73
2010-03-15,3254.05,39.70,79.37,32.01,34.54,39.71
2010-03-16,3251.50,39.77,79.79,32.01,34.55,39.76
2010-03-17,3259.80,41.08,89.58,32.02,34.56,39.79
2010-03-18,3338.14,40.11,81.31,32.02,34.58,39.84
2010-03-19,3325.50,39.59,77.59,32.03,34.59,39.82
2010-03-22,3333.86,39.93,80.07,32.03,34.60,39.91
2010-03-23,3334.25,40.49,84.93,32.04,34.70,39.93
2010-03-24,3313.66,40.44,83.96,32.04,34.80,39.95
2010-03-25,3321.80,41.02,88.78,32.05,34.80,39.99
2010-03-26,3296.89,40.19,82.03,32.05,34.80,40.03
2010-03-29,3316.80,40.19,81.76,32.06,34.83,40.06
2010-03-30,3345.97,39.97,78.79,32.06,34.87,40.05
2010-03-31,3342.72,39.50,74.50,32.06,34.88,40.04
2010-04-01,3345.19,39.96,78.60,32.07,34.88,40.04
2010-04-02,3393.94,40.13,80.33,32.07,34.88,40.07
2010-04-06,3409.06,41.04,89.37,32.07,34.88,40.11
2010-04-07,3429.08,40.72,86.09,32.07,34.89,40.13
2010-04-08,3456.77,41.60,94.39,32.07,34.91,40.14
2010-04-09,3518.18,41.93,95.72,32.07,34.94,40.14
2010-04-12,3567.17,42.69,96.39,32.07,34.97,40.14
2010-04-13,3662.96,43.28,97.71,32.07,34.97,40.15
2010-04-14,3665.32,43.58,98.05,32.07,34.97,40.16
2010-04-15,3729.64,42.55,95.45,32.08,35.01,40.18
2010-04-16,3665.92,42.17,94.50,32.08,35.05,40.19
2010-04-19,3656.63,40.99,86.13,32.09,35.10,40.19
2010-04-20,3617.71,42.74,96.14,32.09,35.16,40.19
2010-04-21,3784.80,44.82,98.72,32.09,35.16,40.21
2010-04-22,3883.96,45.24,99.36,32.09,35.17,40.25
2010-04-23,3907.91,45.26,99.36,32.09,35.28,40.29
2010-04-26,3871.27,44.17,97.46,32.09,35.38,40.34
2010-04-27,3891.22,43.32,96.20,32.09,35.41,40.44
2010-04-28,3847.42,42.51,92.74,32.10,35.44,40.45
2010-04-29,3857.78,41.79,90.88,32.11,35.45,40.47
2010-04-30,3709.74,40.00,74.61,32.11,35.45,40.46
2010-05-04,3638.46,41.93,91.88,32.12,35.45,40.48
2010-05-05,3747.88,43.71,96.88,32.13,35.45,40.49
2010-05-06,3864.04,42.30,92.24,32.13,35.49,40.55
2010-05-07,3796.37,42.17,91.64,32.13,35.53,40.57
2010-05-10,3729.59,40.73,80.86,32.14,35.59,40.58
2010-05-11,3611.76,39.34,67.38,32.14,35.66,40.58
2010-05-12,3500.39,38.66,63.50,32.14,35.73,40.58
2010-05-13,3412.76,41.58,88.69,32.14,35.80,40.58
2010-05-14,3583.36,42.61,93.60,32.14,35.90,40.60
2010-05-17,3670.11,39.52,68.69,32.14,36.00,40.59
2010-05-18,3527.86,40.71,80.00,32.14,36.03,40.63
2010-05-19,3515.28,40.23,76.74,32.14,36.07,40.61
2010-05-20,3510.09,38.52,61.45,32.15,36.08,40.60
2010-05-21,3424.94,38.22,58.86,32.15,36.08,40.60
2010-05-24,3447.77,40.26,76.95,32.16,36.13,40.59
2010-05-25,3588.14,41.00,83.28,32.16,36.19,40.63
2010-05-26,3619.90,40.97,82.44,32.17,36.30,40.71
2010-05-27,3594.97,41.25,86.05,32.18,36.42,40.72
2010-05-28,3662.89,42.17,92.01,32.19,36.45,40.73
2010-05-31,3742.05,42.45,92.33,32.20,36.47,40.75
2010-06-01,3687.59,41.28,85.88,32.21,36.53,40.78
2010-06-02,3601.53,41.75,89.15,32.22,36.59,40.80
2010-06-03,3608.00,40.99,81.29,32.22,36.59,40.82
2010-06-04,3607.67,41.22,84.84,32.22,36.59,40.89
2010-06-07,3631.15,41.75,88.95,32.23,36.66,40.94
2010-06-08,3659.98,41.86,90.14,32.23,36.73,40.95
2010-06-09,3684.58,42.61,93.64,32.23,36.75,40.95
2010-06-10,3750.17,42.91,95.10,32.23,36.77,40.97
2010-06-11,3741.97,41.38,85.34,32.23,36.84,40.98
2010-06-17,3668.16,39.19,62.75,32.23,36.91,40.98
2010-06-18,3458.85,35.86,46.86,32.23,36.84,40.97
2010-06-21,3263.20,35.97,47.01,32.23,36.77,40.97
2010-06-22,3269.61,36.25,48.30,32.23,36.75,40.97
2010-06-23,3284.19,35.93,46.74,32.24,36.73,40.96
2010-06-24,3280.53,35.65,45.76,32.24,36.66,40.96
2010-06-25,3267.98,34.57,40.56,32.25,36.59,40.95
2010-06-28,3168.79,34.58,40.73,32.25,36.59,40.95
2010-06-29,3132.53,33.20,28.29,32.26,36.59,40.95
2010-06-30,3022.29,33.54,32.12,32.27,36.53,40.95
2010-07-01,3043.35,32.08,17.27,32.24,36.47,40.95
2010-07-02,2922.30,30.29,3.33,32.23,36.45,40.95
2010-07-05,2832.75,30.27,3.32,32.23,36.42,40.95
2010-07-06,2818.77,31.27,9.12,32.22,36.34,40.95
2010-07-07,2892.53,31.67,12.67,32.19,36.25,40.95
2010-07-08,2934.84,32.02,17.03,32.16,36.22,40.94
2010-07-09,2938.24,32.72,26.30,32.16,36.19,40.94
2010-07-12,3012.52,32.36,22.13,32.17,36.13,40.94
2010-07-13,3017.31,31.98,16.35,32.15,36.08,40.92
2010-07-14,2969.55,32.19,20.38,32.15,36.08,40.89
2010-07-15,2982.50,31.64,12.47,32.14,36.07,40.87
2010-07-16,2943.65,32.05,17.84,32.14,36.03,40.84
2010-07-19,2951.85,32.37,23.18,32.14,36.00,40.82
2010-07-20,2996.79,33.84,36.56,32.14,35.98,40.82
2010-07-21,3123.04,33.77,36.19,32.14,35.97,40.81
2010-07-22,3135.52,34.16,39.57,32.14,35.95,40.81
2010-07-23,3171.07,35.63,48.53,32.14,35.93,40.80
2010-07-26,3196.85,34.72,44.15,32.14,35.89,40.80
2010-07-27,3274.53,35.08,46.68,32.15,35.86,40.79
2010-07-28,3270.41,36.19,51.32,32.15,35.89,40.79
2010-07-29,3327.25,35.63,48.55,32.16,35.86,40.78
2010-07-30,3310.23,35.33,47.11,32.16,35.83,40.78
2010-08-02,3313.05,36.09,51.44,32.17,35.86,40.77
2010-08-03,3404.94,35.58,48.43,32.17,35.83,40.76
2010-08-04,3352.84,35.57,48.30,32.18,35.80,40.75
2010-08-05,3364.74,36.94,54.43,32.18,35.83,40.75
2010-08-06,3428.94,37.55,56.10,32.19,35.86,40.74
2010-08-09,3492.65,37.74,57.25,32.19,35.89,40.73
2010-08-10,3572.22,36.17,51.42,32.20,35.93,40.73
2010-08-11,3477.47,36.80,53.87,32.20,35.95,40.73
2010-08-12,3500.65,36.18,51.41,32.21,35.97,40.72
2010-08-13,3486.39,37.07,55.64,32.21,35.98,40.72
2010-08-16,3573.23,40.06,73.40,32.22,36.00,40.72
2010-08-17,3670.11,39.89,71.43,32.22,36.03,40.72
2010-08-18,3664.76,40.60,79.13,32.22,36.07,40.72
2010-08-19,3656.94,40.40,77.16,32.23,36.08,40.71
2010-08-20,3626.45,38.68,63.54,32.23,36.08,40.71
2010-08-23,3492.97,38.62,62.88,32.23,36.09,40.71
2010-08-24,3501.50,39.86,71.03,32.23,36.09,40.69
2010-08-25,3537.69,39.09,65.33,32.23,36.13,40.67
2010-08-26,3494.64,39.35,67.17,32.23,36.17,40.65
2010-08-27,3526.58,40.07,73.75,32.23,36.17,40.63
2010-08-30,3576.20,37.43,54.61,32.23,36.18,40.61
2010-08-31,3712.36,37.89,57.96,32.23,36.19,40.61
2010-09-01,3751.22,38.22,59.31,32.24,36.19,40.61
2010-09-02,3713.70,38.72,63.37,32.24,36.19,40.60
2010-09-03,3778.43,38.43,60.74,32.25,36.19,40.60
2010-09-06,3782.14,38.60,62.07,32.25,36.22,40.60
2010-09-07,3755.87,38.89,64.13,32.26,36.25,40.60
2010-09-08,3743.34,38.51,61.27,32.27,36.34,40.59
2010-09-09,3801.97,39.14,66.01,32.28,36.42,40.59
2010-09-10,3824.68,40.47,78.54,32.29,36.45,40.58
2010-09-13,3976.98,40.14,74.70,32.30,36.47,40.58
2010-09-14,4011.21,39.99,72.82,32.30,36.53,40.58
2010-09-15,4003.48,41.03,84.02,32.30,36.59,40.59
2010-09-16,3970.04,40.04,73.19,32.31,36.59,40.59
2010-09-17,3865.52,39.18,65.54,32.31,36.59,40.58
2010-09-20,3931.56,38.61,61.06,32.31,36.66,40.58
2010-09-21,3875.49,39.07,64.27,32.32,36.73,40.58
2010-09-27,3923.71,39.99,72.49,32.33,36.75,40.58
2010-09-28,4064.05,40.06,73.51,32.34,36.77,40.58
2010-09-29,4080.25,39.71,69.76,32.35,36.78,40.58
2010-09-30,4015.73,40.01,72.92,32.36,36.80,40.58
2010-10-08,4056.01,40.58,79.62,32.36,36.85,40.58
2010-10-11,4131.29,39.93,70.92,32.36,36.91,40.58
2010-10-12,4010.75,39.53,67.69,32.36,36.92,40.58
2010-10-13,3924.57,38.77,61.65,32.36,36.94,40.58
2010-10-14,3891.14,37.20,51.17,32.36,36.94,40.58
2010-10-15,3753.76,37.47,51.99,32.36,36.94,40.58
2010-10-18,3767.75,37.66,52.80,32.36,36.95,40.57
2010-10-19,3779.53,38.34,57.34,32.37,36.96,40.57
2010-10-20,3867.31,38.92,63.02,32.37,36.98,40.56
2010-10-21,3977.37,38.85,62.18,32.37,37.00,40.56
2010-10-22,4006.95,38.85,62.04,32.37,37.00,40.55
2010-10-25,3989.30,39.34,66.28,32.38,37.00,40.53
2010-10-26,4042.79,40.38,78.34,32.38,37.03,40.52
2010-10-27,4143.67,41.28,87.36,32.39,37.07,40.56
2010-10-28,4088.82,40.60,80.50,32.39,37.14,40.58
2010-10-29,4054.75,40.25,77.12,32.39,37.20,40.58
2010-11-01,4092.99,41.26,86.99,32.39,37.22,40.58
2010-11-02,4196.74,41.20,86.33,32.39,37.24,40.58
2010-11-03,4169.21,40.17,75.45,32.39,37.34,40.58
2010-11-04,4161.94,40.21,76.19,32.39,37.43,40.58
2010-11-05,4250.45,41.83,91.63,32.39,37.44,40.58
2010-11-08,4304.13,43.14,96.39,32.39,37.45,40.59
2010-11-09,4471.67,45.21,99.10,32.40,37.46,40.60
2010-11-10,4607.57,46.62,99.78,32.40,37.47,40.60
2010-11-11,4692.19,45.55,99.33,32.40,37.51,40.61
2010-11-12,4641.11,44.22,97.76,32.41,37.55,40.69
2010-11-15,4447.78,47.72,99.78,32.42,37.57,40.72
2010-11-16,4720.13,48.22,99.78,32.43,37.59,40.72
2010-11-17,4663.29,43.50,96.00,32.44,37.59,40.74
2010-11-18,4340.12,43.03,94.68,32.45,37.60,40.77
2010-11-19,4375.50,44.85,97.57,32.45,37.63,40.79
2010-11-22,4549.73,47.78,99.56,32.45,37.66,40.81
2010-11-23,4594.84,47.54,99.12,32.45,37.66,40.87
2010-11-24,4574.17,48.55,99.78,32.45,37.67,40.94
2010-11-25,4774.21,50.25,99.78,32.45,37.68,40.95
2010-11-26,4762.97,50.89,99.78,32.45,37.69,40.95
2010-11-29,4747.20,51.61,99.78,32.45,37.72,40.96
2010-11-30,4828.69,48.76,99.13,32.46,37.74,40.98
2010-12-01,4664.17,48.25,98.70,32.46,37.74,40.99
2010-12-02,4593.35,49.07,99.13,32.46,37.74,40.99
2010-12-03,4572.41,48.13,98.05,32.46,37.75,40.99
2010-12-06,4513.71,44.84,95.25,32.46,37.75,41.00
2010-12-07,4451.03,47.48,97.20,32.47,37.77,41.01
2010-12-08,4532.29,48.33,98.49,32.47,37.78,41.02
2010-12-09,4527.33,47.28,96.78,32.47,37.80,41.03
2010-12-10,4442.83,47.56,97.22,32.47,37.81,41.03
2010-12-13,4498.80,49.33,99.15,32.48,37.84,41.04
2010-12-14,4590.52,49.24,98.93,32.48,37.88,41.05
2010-12-15,4550.88,47.75,97.02,32.49,37.88,41.07
2010-12-16,4593.35,48.00,97.24,32.49,37.88,41.08
2010-12-17,4598.84,49.29,98.94,32.49,37.89,41.11
2010-12-20,4582.30,47.94,96.83,32.49,37.89,41.13
2010-12-21,4472.52,48.16,97.26,32.50,37.89,41.15
2010-12-22,4465.77,45.49,94.32,32.50,37.89,41.16
2010-12-23,4428.83,44.30,92.44,32.50,37.90,41.17
2010-12-24,4362.70,43.14,89.94,32.50,37.91,41.19
2010-12-27,4309.29,42.11,85.77,32.50,37.92,41.21
2010-12-28,4177.03,41.32,81.00,32.50,37.94,41.23
2010-12-29,4119.11,42.22,86.46,32.50,37.94,41.25
2010-12-30,4187.63,43.52,91.06,32.50,37.94,41.26
2010-12-31,4226.48,44.12,91.70,32.52,37.97,41.27
2011-01-04,4304.82,43.59,91.10,32.54,37.99,41.28
2011-01-05,4326.50,43.64,91.12,32.56,38.11,41.28
2011-01-06,4333.38,43.03,88.66,32.58,38.22,41.29
2011-01-07,4311.23,42.91,88.07,32.60,38.22,41.32
2011-01-10,4304.96,41.37,80.29,32.60,38.22,41.34
2011-01-11,4130.06,40.67,73.16,32.61,38.23,41.33
2011-01-12,4061.13,40.90,74.44,32.61,38.25,41.33
2011-01-13,4080.02,41.25,78.78,32.62,38.25,41.32
2011-01-14,4133.33,40.70,72.91,32.62,38.26,41.32
2011-01-17,4083.60,39.44,59.35,32.62,38.30,41.31
2011-01-18,3908.09,39.88,62.68,32.62,38.34,41.30
2011-01-19,3925.65,40.97,75.10,32.62,38.34,41.30
2011-01-20,4004.59,39.20,57.37,32.62,38.34,41.29
2011-01-21,3872.67,38.61,52.02,32.62,38.36,41.28
2011-01-24,3836.66,37.42,44.27,32.62,38.34,41.28
2011-01-25,3714.39,36.81,42.37,32.63,38.34,41.28
2011-01-26,3702.90,36.77,41.88,32.63,38.34,41.28
2011-01-27,3755.24,37.89,47.80,32.64,38.30,41.28
2011-01-28,3845.60,37.49,45.11,32.64,38.26,41.28
2011-01-31,3899.91,37.56,45.42,32.65,38.25,41.28
2011-02-01,3934.32,37.21,43.94,32.66,38.25,41.28
2011-02-09,3942.50,37.72,46.63,32.66,38.23,41.27
