day,close,pem,pep,p20,p50,p80
2011-11-23,3035.62,35.61,15.79,35.88,37.30,39.39
2011-11-24,3013.38,35.56,15.58,35.74,37.28,39.38
2011-11-25,3014.87,35.38,15.38,35.66,37.27,39.37
2011-11-28,2993.84,35.53,16.46,35.62,37.26,39.35
2011-11-29,2997.05,36.12,27.50,35.63,37.20,39.34
2011-11-30,3041.41,34.60,3.70,35.61,37.14,39.33
2011-12-01,2929.29,35.24,13.41,35.57,37.12,39.32
2011-12-02,2995.85,34.45,3.61,35.54,37.11,39.31
2011-12-05,2951.96,33.37,0.00,35.47,37.09,39.29
2011-12-06,2887.60,33.34,0.00,35.38,37.08,39.28
2011-12-07,2884.76,33.46,2.33,35.37,37.05,39.27
2011-12-08,2896.42,33.67,4.60,35.27,37.02,39.27
2011-12-09,2894.19,33.20,0.00,35.24,37.01,39.27
2011-12-12,2868.24,32.77,0.00,35.21,37.00,39.26
2011-12-13,2836.17,31.77,0.00,35.16,37.00,39.26
2011-12-14,2757.90,31.30,0.00,35.15,36.99,39.26
2011-12-15,2720.68,30.64,0.00,35.09,36.98,39.26
2011-12-16,2654.35,31.38,2.15,35.03,36.96,39.26
2011-12-19,2718.43,31.42,3.19,34.98,36.94,39.25
2011-12-20,2717.11,31.31,2.11,34.90,36.91,39.25
2011-12-21,2708.55,30.78,1.04,34.75,36.82,39.25
2011-12-22,2656.21,30.22,0.00,34.69,36.73,39.17
2011-12-23,2641.15,30.40,1.02,34.63,36.70,39.10
2011-12-26,2662.01,30.27,1.01,34.54,36.67,39.02
2011-12-27,2639.32,29.59,0.00,34.36,36.65,38.95
2011-12-28,2589.55,29.21,0.00,33.99,36.63,38.87
2011-12-29,2584.89,29.21,0.00,33.97,36.62,38.83
2011-12-30,2587.59,29.72,2.91,33.79,36.60,38.79
2012-01-04,2629.35,29.26,1.92,33.59,36.52,38.74
2012-01-05,2571.95,27.96,0.00,33.47,36.44,38.70
2012-01-06,2513.70,27.88,0.00,33.46,36.44,38.66
2012-01-09,2527.25,29.04,1.87,33.39,36.44,38.64
2012-01-10,2619.64,30.14,7.41,33.35,36.35,38.63
2012-01-11,2713.53,29.98,7.34,33.28,36.26,38.61
2012-01-12,2707.80,29.84,7.27,33.11,36.21,38.60
2012-01-13,2706.03,28.62,1.80,32.77,36.16,38.58
2012-01-16,2638.11,27.49,0.00,31.97,36.15,38.54
2012-01-17,2570.84,29.00,3.54,31.56,36.14,38.50
2012-01-18,2701.59,28.04,2.63,31.40,36.13,38.47
2012-01-19,2650.58,28.41,3.48,31.37,36.12,38.43
2012-01-20,2690.35,28.79,5.17,31.31,36.08,38.39
2012-01-30,2728.34,28.67,5.13,31.30,36.04,38.38
2012-01-31,2694.40,28.66,5.08,30.99,36.02,38.37
2012-02-01,2697.42,28.47,4.20,30.72,36.01,38.36
2012-02-02,2667.52,29.01,9.17,30.59,35.97,38.35
2012-02-03,2725.67,29.63,14.05,30.40,35.92,38.34
2012-02-06,2757.06,29.84,16.39,30.30,35.90,38.33
2012-02-07,2766.55,29.45,13.01,30.24,35.88,38.31
2012-02-08,2717.70,30.15,19.35,30.19,35.80,38.30
2012-02-09,2792.75,30.44,22.40,30.21,35.71,38.28
2012-02-10,2802.28,30.57,23.02,30.22,35.67,38.27
2012-02-13,2811.14,30.86,25.20,30.23,35.63,38.26
2012-02-14,2822.69,30.97,25.78,30.24,35.62,38.26
2012-02-15,2817.06,31.34,27.91,30.25,35.61,38.25
2012-02-16,2853.77,31.27,26.15,30.26,35.59,38.25
2012-02-17,2845.04,31.18,25.95,30.27,35.56,38.24
2012-02-20,2841.68,31.38,30.30,30.30,35.55,38.23
2012-02-21,2847.06,31.75,31.58,30.32,35.53,38.23
2012-02-22,2875.49,32.40,32.84,30.35,35.45,38.22
2012-02-23,2922.19,32.56,33.33,30.37,35.38,38.22
2012-02-24,2931.25,32.73,33.82,30.40,35.38,38.21
2012-02-27,2974.59,32.76,34.31,30.41,35.37,38.18
2012-02-28,2982.53,32.52,32.61,30.42,35.31,38.15
2012-02-29,2977.76,32.05,31.65,30.42,35.25,38.11
2012-03-01,2943.45,32.23,32.14,30.43,35.25,38.08
2012-03-02,2950.12,32.69,34.75,30.44,35.24,38.05
2012-03-05,3004.72,32.74,35.92,30.47,35.20,38.05
2012-03-06,2996.01,32.63,34.27,30.49,35.16,38.04
2012-03-07,2957.48,32.31,31.94,30.52,35.16,38.04
2012-03-08,2938.74,32.92,38.62,30.54,35.15,38.03
2012-03-09,2978.28,33.57,42.47,30.57,35.11,38.03
2012-03-12,3015.74,33.74,43.54,30.58,35.07,38.01
2012-03-13,3017.15,34.03,45.27,30.60,35.04,37.98
2012-03-14,3047.04,32.91,37.58,30.61,35.01,37.96
2012-03-15,2939.65,32.47,32.00,30.63,34.97,37.93
2012-03-16,2912.91,33.34,39.74,30.64,34.94,37.91
2012-03-19,2969.03,33.72,44.08,30.67,34.84,37.90
2012-03-20,2990.09,32.88,37.25,30.70,34.75,37.89
2012-03-21,2932.54,32.91,37.66,30.72,34.72,37.88
2012-03-22,2938.38,32.79,36.77,30.75,34.68,37.87
2012-03-23,2931.92,32.40,30.13,30.78,34.64,37.86
2012-03-26,2887.49,32.56,32.48,30.80,34.60,37.86
2012-03-27,2886.87,32.41,31.01,30.81,34.53,37.86
2012-03-28,2877.95,30.88,20.75,30.83,34.45,37.86
2012-03-29,2776.02,30.25,16.25,30.75,34.24,37.86
2012-03-30,2733.41,29.91,13.66,30.64,34.03,37.86
2012-04-05,2737.20,30.86,20.99,30.67,34.01,37.84
2012-04-06,2811.07,31.19,23.93,30.70,33.99,37.82
2012-04-09,2824.33,31.02,23.17,30.72,33.98,37.80
2012-04-10,2794.77,31.30,25.45,30.75,33.97,37.78
2012-04-11,2823.86,31.31,26.51,30.78,33.86,37.76
2012-04-12,2829.66,31.95,31.14,30.80,33.74,37.75
2012-04-13,2886.76,32.02,31.55,30.81,33.73,37.74
2012-04-16,2903.38,32.01,31.36,30.83,33.72,37.74
2012-04-17,2902.52,31.65,29.41,30.84,33.70,37.73
2012-04-18,2864.53,32.45,36.26,30.86,33.67,37.72
2012-04-19,2929.28,32.40,34.30,30.86,33.62,37.68
2012-04-20,2924.67,32.50,37.57,30.86,33.57,37.64
2012-04-23,2954.36,31.63,28.74,30.86,33.52,37.60
2012-04-24,2922.33,31.55,28.57,30.86,33.47,37.56
2012-04-25,2911.87,31.50,28.41,30.86,33.47,37.52
2012-04-26,2943.04,31.62,29.38,30.86,33.46,37.48
2012-04-27,2940.10,31.66,30.90,30.87,33.41,37.45
2012-05-02,2926.84,32.20,34.64,30.87,33.37,37.41
2012-05-03,2979.69,32.30,35.56,30.88,33.36,37.38
2012-05-04,2990.60,32.53,40.88,30.88,33.34,37.34
2012-05-07,3015.88,32.88,46.15,30.90,33.34,37.33
2012-05-08,3026.91,32.84,45.90,30.92,33.34,37.33
2012-05-09,3021.79,32.33,35.87,30.93,33.27,37.32
2012-05-10,2967.80,32.39,36.22,30.95,33.20,37.32
2012-05-11,2972.47,32.20,33.33,30.97,33.06,37.31
2012-05-14,2952.36,32.09,33.16,30.98,32.92,37.30
2012-05-15,2936.58,32.23,35.11,30.99,32.91,37.30
2012-05-16,2934.81,31.89,30.69,31.00,32.91,37.29
2012-05-17,2893.03,32.27,35.79,31.01,32.91,37.29
2012-05-18,2936.01,31.77,29.84,31.02,32.91,37.28
2012-05-21,2890.43,31.74,29.17,31.05,32.89,37.28
2012-05-22,2896.94,32.04,33.16,31.08,32.88,37.27
2012-05-23,2940.53,31.78,30.93,31.12,32.88,37.27
2012-05-24,2931.78,31.69,28.72,31.15,32.88,37.26
2012-05-25,2908.34,31.10,19.90,31.10,32.86,37.26
2012-05-28,2879.71,31.43,25.89,31.12,32.84,37.24
2012-05-29,2922.59,32.03,34.34,31.13,32.81,37.21
2012-05-30,2965.03,32.04,34.67,31.15,32.79,37.19
2012-05-31,2962.26,32.22,37.50,31.16,32.78,37.16
2012-06-01,2957.27,32.33,40.30,31.18,32.77,37.14
2012-06-04,2955.83,31.20,20.79,31.18,32.77,37.13
2012-06-05,2867.40,31.16,19.70,31.17,32.76,37.13
2012-06-06,2866.42,31.07,19.12,31.14,32.75,37.12
2012-06-07,2861.28,30.99,18.54,31.09,32.74,37.12
2012-06-08,2845.28,30.71,16.02,31.07,32.73,37.11
2012-06-11,2828.70,31.34,25.12,31.08,32.73,37.10
2012-06-12,2871.92,31.20,22.12,31.08,32.71,37.10
2012-06-13,2854.21,31.77,33.49,31.09,32.69,37.09
2012-06-14,2902.56,31.74,31.43,31.09,32.66,37.09
2012-06-15,2882.04,31.77,32.70,31.10,32.63,37.08
2012-06-18,2887.46,32.29,41.98,31.11,32.59,37.07
2012-06-19,2908.23,32.03,36.62,31.12,32.56,37.06
2012-06-20,2886.11,32.38,44.39,31.14,32.56,37.04
2012-06-21,2877.22,31.72,30.70,31.15,32.56,37.03
2012-06-25,2835.27,31.11,19.91,31.11,32.55,37.02
2012-06-26,2769.36,31.19,21.20,31.12,32.53,37.02
2012-06-27,2766.75,31.27,22.94,31.13,32.53,37.01
2012-06-28,2758.89,30.92,17.35,31.11,32.52,37.01
2012-06-29,2729.54,31.29,24.09,31.11,32.51,37.00
2012-07-02,2767.83,31.25,23.08,31.11,32.50,37.00
2012-07-03,2783.99,31.56,30.18,31.12,32.48,37.00
2012-07-04,2789.57,31.33,26.46,31.13,32.47,37.00
2012-07-05,2781.86,30.73,15.18,31.11,32.46,36.99
2012-07-06,2733.35,31.20,22.22,31.11,32.45,36.99
2012-07-09,2783.10,30.49,13.72,31.10,32.43,36.99
2012-07-10,2717.87,30.11,10.57,31.08,32.41,36.98
2012-07-11,2699.77,30.38,13.16,31.04,32.41,36.98
2012-07-12,2722.60,30.79,17.03,31.01,32.40,36.97
2012-07-13,2753.28,30.47,14.35,30.99,32.40,36.97
2012-07-16,2747.58,29.17,5.63,30.97,32.40,36.96
2012-07-17,2669.99,29.40,7.33,30.93,32.40,36.95
2012-07-18,2687.48,29.67,9.01,30.90,32.40,36.94
2012-07-19,2695.35,30.11,11.54,30.87,32.39,36.93
2012-07-20,2715.88,29.93,11.06,30.86,32.39,36.92
2012-07-23,2692.55,29.77,9.75,30.86,32.39,36.91
2012-07-24,2660.15,29.84,10.97,30.80,32.38,36.87
2012-07-25,2675.53,29.72,9.24,30.78,32.36,36.84
2012-07-26,2656.74,29.50,7.95,30.76,32.33,36.80
2012-07-27,2638.34,29.28,7.08,30.73,32.33,36.77
2012-07-30,2632.71,28.70,3.73,30.71,32.33,36.73
2012-07-31,2600.72,28.13,1.65,30.65,32.32,36.72
2012-08-01,2580.40,28.55,2.88,30.60,32.31,36.71
2012-08-02,2615.48,28.41,2.05,30.54,32.30,36.69
2012-08-03,2593.60,29.04,6.53,30.49,32.30,36.68
2012-08-06,2628.53,29.77,13.01,30.47,32.30,36.67
2012-08-07,2675.80,29.89,14.57,30.45,32.29,36.66
2012-08-08,2689.00,29.60,10.89,30.42,32.28,36.65
2012-08-09,2686.01,30.16,18.07,30.39,32.27,36.65
2012-08-10,2716.33,30.31,19.60,30.37,32.25,36.64
2012-08-13,2706.73,29.71,11.95,30.31,32.23,36.63
2012-08-14,2651.26,30.01,16.67,30.28,32.23,36.62
2012-08-15,2664.73,29.63,11.07,30.26,32.23,36.62
2012-08-16,2636.57,29.43,9.45,30.24,32.22,36.61
2012-08-17,2620.76,29.55,10.59,30.21,32.22,36.61
2012-08-20,2617.06,29.63,11.72,30.16,32.21,36.60
2012-08-21,2612.80,29.91,16.73,30.15,32.20,36.57
2012-08-22,2637.70,29.93,17.44,30.14,32.20,36.54
2012-08-23,2617.65,30.23,21.24,30.15,32.20,36.50
2012-08-24,2629.53,29.69,13.08,30.13,32.15,36.47
2012-08-27,2589.80,28.94,5.36,30.11,32.09,36.44
2012-08-28,2533.08,29.29,9.16,30.11,32.07,36.44
2012-08-29,2546.60,29.27,8.75,30.05,32.05,36.44
2012-08-30,2525.71,28.56,3.41,30.00,32.05,36.44
2012-08-31,2504.94,28.81,5.66,29.97,32.04,36.44
2012-09-03,2504.76,29.37,10.53,29.93,32.04,36.44
2012-09-04,2539.72,29.15,7.87,29.93,32.04,36.40
2012-09-05,2514.30,29.45,12.31,29.92,32.03,36.37
2012-09-06,2518.50,29.91,19.33,29.91,32.03,36.33
2012-09-07,2542.34,30.75,28.89,29.91,32.03,36.30
2012-09-10,2644.54,30.99,31.73,29.91,32.03,36.26
2012-09-11,2661.06,31.05,32.72,29.91,32.03,36.24
2012-09-12,2647.72,31.17,34.43,29.92,32.02,36.22
2012-09-13,2661.14,30.68,27.74,29.92,32.02,36.20
2012-09-14,2630.40,30.51,26.91,29.93,32.01,36.18
2012-09-17,2642.74,29.63,14.86,29.91,31.98,36.16
2012-09-18,2572.49,29.58,13.00,29.91,31.95,36.16
2012-09-19,2553.31,29.79,17.99,29.91,31.92,36.15
2012-09-20,2570.36,28.70,4.66,29.90,31.89,36.15
2012-09-21,2503.59,28.53,2.86,29.88,31.84,36.14
2012-09-24,2497.76,28.91,6.41,29.84,31.78,36.14
2012-09-25,2515.74,28.57,3.90,29.84,31.77,36.14
2012-09-26,2504.28,27.73,0.35,29.84,31.77,36.13
2012-09-27,2461.83,28.13,2.11,29.82,31.77,36.13
2012-09-28,2528.33,28.84,7.37,29.79,31.77,36.12
2012-10-08,2574.14,28.90,7.69,29.77,31.77,36.12
2012-10-09,2556.07,29.77,19.51,29.77,31.77,36.10
2012-10-10,2617.14,30.02,24.65,29.77,31.77,36.09
2012-10-11,2631.23,29.53,14.88,29.77,31.77,36.07
2012-10-12,2600.44,29.55,15.17,29.76,31.76,36.06
2012-10-15,2599.43,29.09,9.97,29.72,31.75,36.04
2012-10-16,2586.19,29.33,13.01,29.72,31.74,36.03
2012-10-17,2592.09,29.35,13.31,29.71,31.74,36.03
2012-10-18,2596.88,29.64,19.05,29.70,31.74,36.02
2012-10-19,2638.11,29.59,16.95,29.69,31.74,36.02
2012-10-22,2632.66,29.52,15.54,29.67,31.73,36.01
2012-10-23,2643.57,29.38,13.80,29.65,31.72,35.99
2012-10-24,2612.12,29.14,10.07,29.63,31.70,35.97
2012-10-25,2607.51,29.11,10.03,29.63,31.69,35.96
2012-10-26,2585.73,28.63,5.00,29.63,31.68,35.94
2012-10-29,2535.05,29.13,10.63,29.63,31.66,35.92
2012-10-30,2525.49,29.10,10.26,29.63,31.66,35.91
2012-10-31,2529.28,29.13,10.89,29.61,31.65,35.90
2012-11-01,2542.54,29.60,19.74,29.60,31.64,35.90
2012-11-02,2589.82,29.54,18.03,29.60,31.63,35.89
2012-11-05,2601.47,29.41,16.01,29.59,31.62,35.88
2012-11-06,2593.90,29.26,13.03,29.59,31.62,35.85
2012-11-07,2579.62,29.21,12.99,29.58,31.59,35.81
2012-11-08,2575.57,28.66,5.18,29.57,31.56,35.78
2012-11-09,2521.68,28.66,5.16,29.55,31.55,35.74
2012-11-12,2515.23,28.79,7.07,29.55,31.55,35.71
2012-11-13,2529.77,28.35,2.24,29.54,31.52,35.69
2012-11-14,2482.91,28.31,2.24,29.53,31.50,35.68
2012-11-15,2491.71,27.88,0.64,29.53,31.46,35.66
2012-11-16,2454.24,27.62,0.32,29.52,31.43,35.65
2012-11-19,2437.33,27.74,0.95,29.50,31.43,35.63
2012-11-20,2439.70,27.66,0.63,29.46,31.42,35.63
2012-11-21,2430.18,27.96,2.52,29.45,31.40,35.62
2012-11-22,2460.38,27.65,0.63,29.44,31.38,35.62
2012-11-23,2436.54,27.68,1.25,29.43,31.38,35.61
2012-11-26,2449.26,27.33,0.00,29.41,31.38,35.61
2012-11-27,2425.89,26.16,0.00,29.40,31.36,35.60
2012-11-28,2372.31,25.72,0.00,29.39,31.34,35.59
2012-11-29,2336.53,25.35,0.00,29.38,31.34,35.58
2012-11-30,2318.07,25.65,0.31,29.37,31.34,35.57
2012-12-03,2346.82,24.96,0.00,29.35,31.34,35.56
2012-12-04,2303.79,25.28,0.31,29.33,31.33,35.55
2012-12-05,2330.01,26.23,1.83,29.31,31.32,35.55
2012-12-06,2414.62,26.24,2.13,29.29,31.31,35.54
2012-12-07,2411.41,26.85,2.42,29.28,31.31,35.54
2012-12-10,2461.65,27.35,3.02,29.27,31.31,35.53
2012-12-11,2494.75,27.16,2.71,29.26,31.30,35.50
2012-12-12,2479.56,27.08,2.70,29.26,31.30,35.47
2012-12-13,2485.39,26.86,2.69,29.24,31.30,35.44
2012-12-14,2455.78,27.80,6.27,29.21,31.30,35.41
2012-12-17,2569.54,27.82,6.55,29.21,31.30,35.38
2012-12-18,2583.26,27.85,6.82,29.21,31.29,35.38
2012-12-19,2581.45,27.99,8.28,29.19,31.28,35.38
2012-12-20,2587.89,28.09,8.85,29.16,31.27,35.37
2012-12-21,2600.04,28.22,9.71,29.15,31.27,35.37
2012-12-24,2591.21,28.53,11.44,29.14,31.27,35.37
2012-12-25,2604.32,29.19,20.76,29.14,31.26,35.35
2012-12-26,2672.23,29.60,28.57,29.14,31.25,35.32
2012-12-27,2693.84,29.24,21.80,29.15,31.23,35.30
2012-12-28,2675.28,29.63,30.72,29.15,31.20,35.27
2012-12-31,2710.57,29.86,34.68,29.15,31.20,35.25
2013-01-04,2749.85,29.50,25.94,29.15,31.20,35.25
2013-01-07,2745.76,29.92,36.21,29.16,31.20,35.25
2013-01-08,2766.23,30.34,40.69,29.16,31.20,35.24
2013-01-09,2773.17,30.36,40.86,29.17,31.20,35.24
2013-01-10,2775.96,30.50,42.45,29.17,31.19,35.24
2013-01-11,2786.28,29.79,33.24,29.17,31.19,35.22
2013-01-14,2729.87,30.95,46.46,29.18,31.19,35.21
